landlord_models,landlord_up_models,landlord_down_models,ensemble_method,wp_landlord,wp_farmers,adp_landlord,adp_farmers
baselines/douzero_ADP/landlord.ckpt,baselines/sl/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.4861,0.5139,0.0226,-0.0226
baselines/douzero_ADP/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5079,0.4921,0.285,-0.285
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.37,0.63,-0.4782,0.4782
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3662,0.6338,-0.698,0.698
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.4281,0.5719,-0.219,0.219
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4945,0.5055,0.2044,-0.2044
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.4693,0.5307,-0.0948,0.0948
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.499,0.501,0.223,-0.223
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.4312,0.5688,-0.1062,0.1062
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4339,0.5661,-0.2588,0.2588
baselines/sl/landlord.ckpt,perfectdou,perfectdou,average,0.2196,0.7804,-1.562,1.562
baselines/sl/landlord.ckpt,perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.313,0.687,-0.9476,0.9476
baselines/sl/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.2776,0.7224,-1.1306,1.1306
baselines/sl/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3241,0.6759,-0.762,0.762
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.284,0.716,-1.0942,1.0942
baselines/sl/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2791,0.7209,-1.2914,1.2914
baselines/sl/landlord.ckpt,baselines/sl/landlord_up.ckpt,perfectdou,average,0.3151,0.6849,-0.9536,0.9536
baselines/sl/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.398,0.602,-0.401,0.401
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.2519,0.7481,-1.238,1.238
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2458,0.7542,-1.4386,1.4386
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.323,0.677,-0.7926,0.7926
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.326,0.674,-0.919,0.919
baselines/sl/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.3061,0.6939,-1.0212,1.0212
baselines/sl/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3902,0.6098,-0.467,0.467
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3351,0.6649,-0.9342,0.9342
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3778,0.6222,-0.5146,0.5146
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,average,0.3981,0.6019,-0.3404,0.3404
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4024,0.5976,-0.4648,0.4648
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,perfectdou,average,0.3937,0.6063,-0.3898,0.3898
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4744,0.5256,0.1084,-0.1084
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.4292,0.5708,-0.2414,0.2414
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.428,0.572,-0.4266,0.4266
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,perfectdou,average,0.4725,0.5275,-0.0092,0.0092
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.544,0.456,0.4318,-0.4318
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.4236,0.5764,-0.4582,0.4582
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4737,0.5263,-0.029,0.029
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.4746,0.5254,0.1104,-0.1104
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4791,0.5209,-0.035,0.035
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.4735,0.5265,0.0756,-0.0756
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4785,0.5215,-0.0634,0.0634
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.4491,0.5509,-0.1564,0.1564
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5228,0.4772,0.3242,-0.3242
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,average,0.2703,0.7297,-1.1368,1.1368
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.267,0.733,-1.299,1.299
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,perfectdou,average,0.2627,0.7373,-1.1934,1.1934
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3535,0.6465,-0.6344,0.6344
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.3288,0.6712,-1.0564,1.0564
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3753,0.6247,-0.6422,0.6422
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.3597,0.6403,-0.6086,0.6086
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,average,0.4366,0.5634,-0.2168,0.2168
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4164,0.5836,-0.3276,0.3276
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.3629,0.6371,-0.6738,0.6738
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3347,0.6653,-0.8294,0.8294
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.4278,0.5722,-0.2572,0.2572
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4072,0.5928,-0.3702,0.3702
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.4253,0.5747,-0.2882,0.2882
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4053,0.5947,-0.3954,0.3954
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.4167,0.5833,-0.328,0.328
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3954,0.6046,-0.4434,0.4434
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/sl/landlord_down.ckpt,average,0.3502,0.6498,-0.7072,0.7072
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3258,0.6742,-0.8466,0.8466
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.2693,0.7307,-1.1032,1.1032
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,average,0.2854,0.7146,-1.19,1.19
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3699,0.6301,-0.642,0.642
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.3598,0.6402,-0.5654,0.5654
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3652,0.6348,-0.669,0.669
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,average,0.2574,0.7426,-1.322,1.322
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3384,0.6616,-0.7694,0.7694
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3454,0.6546,-0.6424,0.6424
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3454,0.6546,-0.784,0.784
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.3301,0.6699,-0.8646,0.8646
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4161,0.5839,-0.3172,0.3172
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3561,0.6439,-0.7922,0.7922
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4069,0.5931,-0.3612,0.3612
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_ADP/landlord_down.ckpt,average,0.3072,0.6928,-1.0862,1.0862
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3582,0.6418,-0.669,0.669
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,perfectdou,average,0.2807,0.7193,-1.064,1.064
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3705,0.6295,-0.514,0.514
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.3427,0.6573,-0.9588,0.9588
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3921,0.6079,-0.5258,0.5258
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,perfectdou,average,0.3602,0.6398,-0.6872,0.6872
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4479,0.5521,-0.144,0.144
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3099,0.6901,-1.1068,1.1068
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.3631,0.6369,-0.6644,0.6644
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3675,0.6325,-0.5278,0.5278
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3686,0.6314,-0.6718,0.6718
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.3932,0.6068,-0.6094,0.6094
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3658,0.6342,-0.718,0.718
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3529,0.6471,-0.6376,0.6376
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3534,0.6466,-0.7816,0.7816
perfectdou,perfectdou,perfectdou,max,0.3838,0.6162,-0.6052,0.6052
perfectdou,perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.4689,0.5311,-0.0792,0.0792
perfectdou,baselines/douzero_WP/landlord_up.ckpt,perfectdou,max,0.3851,0.6149,-0.4442,0.4442
perfectdou,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.4754,0.5246,0.057,-0.057
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,max,0.4532,0.5468,-0.3636,0.3636
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.5124,0.4876,0.1328,-0.1328
perfectdou,baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,max,0.4967,0.5033,0.2078,-0.2078
perfectdou,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",max,0.5148,0.4852,0.1788,-0.1788
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,max,0.3981,0.6019,-0.5114,0.5114
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.4902,0.5098,0.0066,-0.0066
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,max,0.5634,0.4366,0.5218,-0.5218
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",max,0.5544,0.4456,0.4292,-0.4292
