landlord_models,landlord_up_models,landlord_down_models,ensemble_method,wp_landlord,wp_farmers,adp_landlord,adp_farmers
baselines/sl/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.2883,0.7117,-1.0604,1.0604
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.2425,0.7575,-1.4014,1.4014
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.3385,0.6615,-0.7648,0.7648
baselines/sl/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.2787,0.7213,-1.2096,1.2096
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,vote,0.3949,0.6051,-0.542,0.542
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,baselines/sl/landlord_down.ckpt,vote,0.4729,0.5271,-0.134,0.134
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.399,0.601,-0.6074,0.6074
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,vote,0.4248,0.5752,-0.4544,0.4544
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.397,0.603,-0.4354,0.4354
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,vote,0.4155,0.5845,-0.5586,0.5586
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4336,0.5664,-0.4404,0.4404
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,perfectdou,vote,0.463,0.537,-0.1864,0.1864
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,vote,0.5457,0.4543,0.3268,-0.3268
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4838,0.5162,-0.0482,0.0482
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4938,0.5062,0.0118,-0.0118
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4068,0.5932,-0.5134,0.5134
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4884,0.5116,0.042,-0.042
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4258,0.5742,-0.289,0.289
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.4361,0.5639,-0.314,0.314
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4568,0.5432,-0.3058,0.3058
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.3968,0.6032,-0.6178,0.6178
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.422,0.578,-0.4542,0.4542
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,perfectdou,vote,0.3498,0.6502,-0.9572,0.9572
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3654,0.6346,-0.7472,0.7472
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,perfectdou,vote,0.3504,0.6496,-0.8124,0.8124
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3646,0.6354,-0.618,0.618
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,vote,0.3803,0.6197,-0.7946,0.7946
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,vote,0.4823,0.5177,-0.14,0.14
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3959,0.6041,-0.695,0.695
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,vote,0.5216,0.4784,0.1672,-0.1672
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4633,0.5367,-0.1962,0.1962
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4642,0.5358,-0.1542,0.1542
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4017,0.5983,-0.5964,0.5964
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.3861,0.6139,-0.5248,0.5248
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4013,0.5987,-0.5078,0.5078
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.397,0.603,-0.6718,0.6718
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4116,0.5884,-0.4756,0.4756
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.3642,0.6358,-0.8314,0.8314
"baselines/douzero_WP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3865,0.6135,-0.682,0.682
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,perfectdou,vote,0.3195,0.6805,-0.922,0.922
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3382,0.6618,-0.7246,0.7246
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,perfectdou,vote,0.3239,0.6761,-0.7588,0.7588
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.3399,0.6601,-0.5644,0.5644
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,vote,0.3488,0.6512,-0.7886,0.7886
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3728,0.6272,-0.5346,0.5346
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,perfectdou,vote,0.4066,0.5934,-0.3258,0.3258
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4412,0.5588,-0.1138,0.1138
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,vote,0.334,0.666,-0.7688,0.7688
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3536,0.6464,-0.5102,0.5102
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.3561,0.6439,-0.4544,0.4544
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,vote,0.4407,0.5593,-0.0416,0.0416
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.364,0.636,-0.49,0.49
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,vote,0.4098,0.5902,-0.4626,0.4626
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4089,0.5911,-0.4264,0.4264
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.349,0.651,-0.5784,0.5784
"baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3555,0.6445,-0.5446,0.5446
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/douzero_WP/landlord_down.ckpt,vote,0.3834,0.6166,-0.4054,0.4054
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,baselines/sl/landlord_down.ckpt,vote,0.4661,0.5339,-0.0276,0.0276
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.3879,0.6121,-0.4928,0.4928
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.392,0.608,-0.3544,0.3544
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,perfectdou,vote,0.3989,0.6011,-0.536,0.536
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4256,0.5744,-0.2812,0.2812
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,vote,0.478,0.522,0.1086,-0.1086
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt",baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4972,0.5028,0.1364,-0.1364
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",perfectdou,vote,0.3867,0.6133,-0.4846,0.4846
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4075,0.5925,-0.3152,0.3152
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.4067,0.5933,-0.2184,0.2184
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4282,0.5718,-0.1752,0.1752
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,vote,0.4226,0.5774,-0.3652,0.3652
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",vote,0.4451,0.5549,-0.1572,0.1572
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,vote,0.3948,0.6052,-0.3626,0.3626
"baselines/douzero_WP/landlord.ckpt, baselines/douzero_ADP/landlord.ckpt, baselines/sl/landlord.ckpt","baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",vote,0.4105,0.5895,-0.3764,0.3764
perfectdou,perfectdou,perfectdou,average,0.3838,0.6162,-0.6052,0.6052
perfectdou,perfectdou,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4643,0.5357,-0.08,0.08
perfectdou,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_ADP/landlord_down.ckpt,average,0.4288,0.5712,-0.2682,0.2682
perfectdou,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4699,0.5301,0.0826,-0.0826
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.4228,0.5772,-0.3048,0.3048
perfectdou,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4234,0.5766,-0.4976,0.4976
perfectdou,baselines/sl/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.4967,0.5033,0.2078,-0.2078
perfectdou,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5561,0.4439,0.4878,-0.4878
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.3897,0.6103,-0.4464,0.4464
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.3956,0.6044,-0.6096,0.6096
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.4686,0.5314,-0.0524,0.0524
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5452,0.4548,0.4206,-0.4206
perfectdou,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.516,0.484,0.0772,-0.0772
perfectdou,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5443,0.4557,0.4098,-0.4098
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.4578,0.5422,-0.1484,0.1484
perfectdou,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5322,0.4678,0.3514,-0.3514
baselines/douzero_WP/landlord.ckpt,perfectdou,baselines/douzero_WP/landlord_down.ckpt,average,0.4139,0.5861,-0.5242,0.5242
baselines/douzero_WP/landlord.ckpt,perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4149,0.5851,-0.6928,0.6928
baselines/douzero_WP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.4054,0.5946,-0.4448,0.4448
baselines/douzero_WP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4099,0.5901,-0.577,0.577
baselines/douzero_WP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/douzero_WP/landlord_down.ckpt,average,0.4393,0.5607,-0.4444,0.4444
baselines/douzero_WP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.4336,0.5664,-0.6798,0.6798
baselines/douzero_WP/landlord.ckpt,baselines/sl/landlord_up.ckpt,perfectdou,average,0.483,0.517,-0.2332,0.2332
baselines/douzero_WP/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5538,0.4462,0.2378,-0.2378
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.4368,0.5632,-0.6514,0.6514
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4894,0.5106,-0.1822,0.1822
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_WP/landlord_down.ckpt,average,0.4904,0.5096,-0.0894,0.0894
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt",average,0.49,0.51,-0.2494,0.2494
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",perfectdou,average,0.4713,0.5287,-0.3208,0.3208
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5425,0.4575,0.1592,-0.1592
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/douzero_ADP/landlord_down.ckpt,average,0.4997,0.5003,-0.2582,0.2582
baselines/douzero_WP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.5345,0.4655,0.1284,-0.1284
baselines/douzero_ADP/landlord.ckpt,perfectdou,perfectdou,average,0.359,0.641,-0.67,0.67
baselines/douzero_ADP/landlord.ckpt,perfectdou,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4251,0.5749,-0.212,0.212
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,average,0.4505,0.5495,0.0392,-0.0392
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_WP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4308,0.5692,-0.0756,0.0756
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,average,0.4828,0.5172,0.0432,-0.0432
baselines/douzero_ADP/landlord.ckpt,baselines/douzero_ADP/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4588,0.5412,-0.1034,0.1034
baselines/douzero_ADP/landlord.ckpt,baselines/sl/landlord_up.ckpt,baselines/sl/landlord_down.ckpt,average,0.5164,0.4836,0.3296,-0.3296
baselines/douzero_ADP/landlord.ckpt,baselines/sl/landlord_up.ckpt,"baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4999,0.5001,0.2332,-0.2332
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.4553,0.5447,-0.0876,0.0876
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/douzero_ADP/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4323,0.5677,-0.2224,0.2224
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.5048,0.4952,0.2728,-0.2728
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_WP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4875,0.5125,0.1732,-0.1732
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt",baselines/sl/landlord_down.ckpt,average,0.5076,0.4924,0.2668,-0.2668
baselines/douzero_ADP/landlord.ckpt,"baselines/douzero_ADP/landlord_up.ckpt, baselines/sl/landlord_up.ckpt","baselines/douzero_WP/landlord_down.ckpt, baselines/douzero_ADP/landlord_down.ckpt, baselines/sl/landlord_down.ckpt",average,0.4915,0.5085,0.1756,-0.1756
